time	l.y0	l.y1	l.xmid	l.r	m.c	diffusion	objective_function	worker
2014-03-06 19:53:40	0.161078378216979	0.161078378216979	0.570970616512082	1	0.0256905731215549	0.031640625	-55.1522243728277	0
2014-03-06 19:53:40	0.426865466386931	0.698903860694484	0.253410295333817	0.689277620970492	0.127936003558054	0.647576403260852	-83.3332208230665	0
2014-03-06 19:53:40	0.411193759494901	0.491549918965054	0.342780314960118	0.741019682574029	0.143706342161574	0.506233380471152	-75.4561986438898	0
2014-03-06 19:53:40	0.499354414377276	0.691148707972068	0.36460579291	0.766398098458035	0.0836740598270951	0.418548295874989	-84.0091711011943	0
2014-03-06 19:53:40	0.487095682838231	0.795893106483532	0.298412349611172	0.821258061419561	0.283683422049965	0.54485331491052	-79.8981935696131	0
2014-03-06 19:53:40	0.438797788385021	0.725040567492113	0.330852682076626	0.547515723008635	0.115249361258132	0.392309629162409	-81.3466765846783	0
2014-03-06 19:53:40	0.63475374891893	0.537135626738463	0.323146996031823	0.625989699419381	0.181519126926897	0.475311688040866	-80.3876386214006	0
2014-03-06 19:53:40	0.543881553087914	0.703394746363265	0.163294294914869	0.516329347503462	0.0839480570183924	0.334838320100857	-84.6489463899605	0
2014-03-06 19:53:40	0.625522153017344	0.297442375489981	0.235930682256312	0.402879677059212	0	0.350720169272975	-78.4000506389309	0
2014-03-06 19:53:40	0.0999577142474019	0.37516025439039	0.150352020986519	0.785680470427201	0.237341819113377	0.293866382890989	-65.7942577015392	0
2014-03-06 19:53:40	0.758356902832061	0.815881392859191	0.0265453024199258	0.370359877414714	0.148976000701415	0.846482251044639	-98.4218500458674	0
2014-03-06 19:53:40	0.237821617468181	0.996071720375789	0.0859479689404206	0.254395943203834	0.182312736838703	1	-87.8432307969028	0
2014-03-06 19:53:40	0.494073801604515	0.804171364032055	0.5040872157545	0.201642748070369	0.580053048340954	0.591662871659585	-74.0123325637142	0
2014-03-06 19:53:40	0.989301622777728	0.783639387557786	0.381083627556891	0.47829777785536	0.0721049079406696	0.624885377658157	-106.709534573368	0
2014-03-06 19:53:40	0.720662009928105	0.588410554811012	0.452860874883149	0.35469480905837	0.389810590174964	0.894974870963439	-81.0645560826193	0
2014-03-06 19:53:40	0.958689448292636	0.632700114331707	0.446018128905296	0.509630826791821	0.42461279421679	0.772927928804762	-84.9062547625929	0
2014-03-06 19:53:40	0.654821850156513	0.751542715581657	0.458102208681421	0.678027818820986	0.0371081082877877	0.397060231176731	-93.0256539533484	0
2014-03-06 19:53:40	0.726682349901657	0.736347886715205	0.564295907271394	0.589302369660282	0.0948686684241522	0.508655985147982	-93.7332027832139	0
2014-03-06 19:53:40	0.953936758279732	0.196811754994817	0.64380241105287	0.333348180168255	0.0941825347102629	0.653976597633376	-85.302228650853	0
2014-03-06 19:53:40	0.275839122423387	0.366221323851593	0.462455674637945	0.367417275486194	0.139283938559322	0.481265297423261	-70.268848930897	0
2014-03-06 19:53:40	0.692350878367903	0.614757229969341	0.543594268046559	0.286019811656458	0.161098559022566	0.517543334469463	-85.8022456907422	0
2014-03-06 19:53:40	0.95955147255146	0.838107055282278	0.542595371263099	0.386359072470039	0.403712538140297	0.668137623280643	-90.7440280588696	0
2014-03-06 19:53:40	0.828665913201578	0.30156932865857	0.477454183815508	0.328012407806033	0.759364350634207	0.63274704215349	-77.1901911977576	0
2014-03-06 19:53:40	0.523868175287237	0.578502324896826	0.687116893490248	0.317870411677221	0.549096021839952	0.909613749233105	-76.1600469197378	0
2014-03-06 19:53:40	0.694695475849456	0.741839097346819	0.33042896683312	0.312508219436195	0.098076624313069	0.473500227621104	-92.2191005848227	0
2014-03-06 19:53:40	0.887441041208792	0.788691298560861	0.652142779414678	0.457720657759555	0.59311933262894	0.0324726455273605	-64.6589114244161	0
2014-03-06 19:53:40	0.872886636136835	0.765139963564923	0.456193881062464	0.367267959069278	0.395963131157017	0.36265861384898	-82.298958154119	0
2014-03-06 19:53:40	0.98418940654819	0.782673743398111	0.511311114014189	0.402678904152435	0.98678143725308	0.670808934968696	-77.2404222937157	0
2014-03-06 19:53:40	0.506820883509709	0.764728054452759	0.389474622401278	0.598534783743033	0.603656415908461	0.983714127945239	-77.85568253481	0
2014-03-06 19:53:40	0.314652120685575	0.623900020230794	0.561247929806589	0.177277656561968	1	0.744945081772533	-89.7269646756793	0
2014-03-06 19:53:40	0.561786312825295	0.275238703718758	0.641589376667469	0	0.174213220472163	0.465364677567302	-72.6717060871396	0
2014-03-06 19:53:40	0.461889809111771	0.341271113984917	0.221137714517969	0.260613773710145	0.482372022907522	0.458144582185357	-70.9282769624256	0
2014-03-06 19:53:40	0.641739250507041	0.584831724240307	0.417088102040244	0.68089237631195	0.400972138032638	1	-80.0500731325126	0
2014-03-06 19:53:40	0.857235111943095	0.831545111522744	0.337242718027632	0.51544412728517	0.777911732778891	0.575249228723717	-75.6030650110646	0
2014-03-06 19:53:40	0.690315354819442	0.237876657955877	0.599768643203837	0.498859722753589	0.134687010047383	0.350248932309074	-74.0915352156875	0
2014-03-06 19:53:40	0.392176277923042	0.373149712185858	0.140063978189552	0.0300902389401222	0.212498098303595	0.477082329585355	-70.866886793303	0
2014-03-06 19:53:40	1	0.58391880072476	0.221683875264965	0.649984447242324	0.31898651897033	0.748866378267841	-87.5286668950091	0
2014-03-06 19:53:40	1	0.801351107604812	0.552671761633647	0.520755474429471	0.431405652154807	0.699490686363514	-89.8366441633143	0
2014-03-06 19:53:40	0.937398563788792	0.876955417731562	0.270203634075495	0.382579124930478	0.377180873480445	0.603746599084719	-91.6720791702778	0
2014-03-06 19:53:40	0	0.888344402051605	0.607842849011686	0.446844145061355	0.555591519004074	0.412002218610616	-72.6198381863613	0
2014-03-06 19:54:09	0.293553240215068	0.74670517535594	0.565613506304579	0.998918761850042	0.102609537183189	0.632629180312836	-79.5603690135919	0
2014-03-06 19:54:09	0.58178699177681	0.733157089952873	0.333333333333333	0.476435254627119	0.0460073886717186	0.750192400428745	-94.225139900925	0
2014-03-06 19:54:09	0.940696103286615	0.74401463436034	0.374799645073704	0.607657822630135	0.170978628847927	0.645570461052252	-98.3154945594382	0
2014-03-06 19:54:09	0.801100828708061	0.7383501806252	0.446846266330203	0.515463668470869	0.141941103055239	0.600822279331914	-94.9794062524031	0
2014-03-06 19:54:09	0.567277964287363	0.950505187662045	0.33723135871339	0.543102183349065	0.247821308334035	0.743447597808766	-89.990732221828	0
2014-03-06 19:54:09	0.907848830458355	0.770552245980973	0.29835734416379	0.450058402671925	0.123109900633978	0.357548926349036	-96.7970634140351	0
2014-03-06 19:54:09	0.694258292582156	0.667588774898019	0.345449916531194	0.449296521873719	0.159619364031999	0.729404282937212	-89.9398548978918	0
2014-03-06 19:54:09	0.78614488762499	0.820258720770292	0.377523787580992	0.429330218979307	0.152025367365618	0.59179691682839	-96.5186338314431	0
2014-03-06 19:54:09	0.858307682395344	0.527276301174462	0.189063649402841	0.445728148650276	0.0635443778370736	0.539460776806507	-92.3214746358072	0
2014-03-06 19:54:09	0.57060542203481	0.772610970229155	0.210001708696503	0.535644632583655	0.149965622954688	0.546987461429913	-87.7613897264881	0
2014-03-06 19:54:09	0.984240299015959	0.747976457222279	0.333333333333333	0.0399043394569233	0.0591271360770496	0.648860480034347	-106.608893818721	0
2014-03-06 19:54:09	0.884772149756953	0.828916138092126	0.189409853561473	0.529170737490276	0.170121503092888	0.708956249073114	-100.282527204248	0
2014-03-06 19:54:09	0.598258198183604	0.715427587249686	0.302611617054054	0.597591661219021	0.311038828563609	0.826564325489777	-83.197763342837	0
2014-03-06 19:54:09	1	0.875335411093475	0.577627449720766	0.504533215123342	0	0.7002058962276	-115.8710281221	0
2014-03-06 19:54:09	0.954789054925484	0.732393198457412	0.64724308791993	0.543079955557157	0.0289325086986625	0.603292769108976	-106.348618184039	0
2014-03-06 19:54:09	1	0.957758245866542	0.567938936980336	0.435352264177844	0.101144979035584	0.811025016781461	-113.813994400733	0
2014-03-06 19:54:09	0.916161087754589	0.91396519877889	0.669398659038053	0.506861827800989	0.0837064516006676	0.734132598833171	-109.552569531494	0
2014-03-06 19:54:09	0.808794380334276	0.819648561253339	0.564295907271394	0.472750527546381	0.0154769398674585	0.715582665147679	-106.208332561068	0
